web_scraper_order,web_scraper_start_url,rent_raw,rooms_raw,area_raw,address_raw,description_raw,text_raw,walkingtime_raw,nearest_statioon_raw,rooms,rent,area
1763742809-1054,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,CHF 1’982.– / Monat,4 Zimmer,66m²,"Köschenrüti 57, 8052 Zürich",Helle 4-Zimmer-Wohnung zur Zwischennutzung in Zürich-Oerlikon (befristet bis 31.03.2027) / MUSTERBILDER,"ENGLISH BELOW Diese zentral gelegene Wohnung an der Köschenrüti 57 in 8052 Zürich bietet auf rund 66 m² vier Zimmer mit abschliessbaren Türen. Ideal zur Nutzung als Wohngemeinschaft oder für Paare. Die Wohnung steht ab 19.11.2025 bis zum 31.03.2027 zur befristeten Miete zur Verfügung. Ausstattung • 4 Zimmer auf 66 m² • Unmöbliert • Gemeinschaftswaschmaschine im Keller Lage Nur wenige Minuten vom Zentrum Oerlikon entfernt, bietet die Lage eine hervorragende Anbindung an den öffentlichen Verkehr (Bahnhof Oerlikon, diverse Tram- und Buslinien) sowie eine Vielzahl an Einkaufsmöglichkeiten, Gastronomie und Freizeitangeboten. Zielgruppe Das Angebot richtet sich an Einzelpersonen, Paare oder Wohngemeinschaften, die eine Übergangslösung in urbaner Lage suchen. Ideal für Projektmitarbeitende, Expats oder Studierende. Miete CHF 1'982 pro Monat (inkl. Nebenkosten) Bright 4-room apartment for temporary rent in Zürich-Oerlikon (until 31.03.2027) This centrally located flat at Köschenrüti 57, 8052 Zürich, offers approx. 66 m² of living space and four lockable rooms ideal for shared living or couples. Available for temporary rent from 19.11.2025 until 31.03.2027. Features • 4 rooms on 66 m² • Unfurnished • Shared washing machine in basement Location Only minutes away from Oerlikon centre, the location offers excellent public transport connections (Oerlikon station, trams and buses) and a wide range of shopping, dining and leisure options. Target group Ideal for individuals, couples or flat shares looking for an interim solution in a well-connected urban area. Perfect for project workers, expats or students. Rent CHF 1'982 per month (incl. utilities)",,,4.0,1982.0,66.0
1763742809-1055,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,CHF 2’780.– / Monat,2.5 Zimmer,52m²,"Stoffelstrasse 8, 8052 Zürich",,,,,2.5,2780.0,52.0
1763742809-1056,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,CHF 5’150.– / Monat,4.5 Zimmer,120m²,"Etzelstrasse 20, 8038 Zürich",,,,,4.5,5150.0,120.0
1763742809-1057,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,CHF 5’000.– / Monat,3.5 Zimmer,102m²,"Dufourstrasse 61, 8008 Zürich",Wenige Schritte bis zum Zürichsee,,,,3.5,5000.0,102.0
1763742809-1058,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,CHF 2’318.– / Monat,3.5 Zimmer,,"Schaffhauserstrasse 556, 8052 Zürich",3.5-Zimmer-Stadtwohnung in Zürich Nord,,,,3.5,2318.0,
1763742809-1059,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,18 min.,Station: Spital Zollikerberg,,,
1763742809-1060,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,21 min.,Station: Rehalp,,,
1763742809-1061,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,17 min.,Station: Zürich Seebach,,,
1763742809-1062,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,17 min.,Station: Zürich Seebach,,,
1763742809-1063,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,3 min.,Station: Waffenplatzstrasse,,,
1763742809-1064,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,4 min.,Station: Limmatplatz,,,
1763742809-1065,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,3 min.,Station: Haldenegg,,,
1763742809-1066,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,9 min.,Station: Bäckeranlage,,,
1763742809-1067,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,8 min.,Station: Bahnhof Wiedikon,,,
1763742809-1068,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,8 min.,Station: Letzigrund,,,
1763742809-1069,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,6 min.,Station: Siemens,,,
1763742809-1070,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,-,,,,
1763742809-1071,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,4 min.,Station: Brunnenhof,,,
1763742809-1072,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,3 min.,Station: Platte,,,
1763742809-1073,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,4 min.,Station: Beckenhof,,,
1763742809-1074,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,-,,,,
1763742809-1075,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,4 min.,Station: Felsenrainstrasse,,,
1763742809-1076,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,3 min.,Station: Renggerstrasse,,,
1763742809-1077,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,5 min.,Station: Kreuzstrasse,,,
1763742809-1078,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=24&o=dateCreated-desc,,,,,,,8 min.,Station: Seebach,,,
1763742812-1079,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 4’190.– / Monat,3.5 Zimmer,85m²,"Wartauweg 19, 8049 Zürich",,,,,3.5,4190.0,85.0
1763742812-1080,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 3’690.– / Monat,3.5 Zimmer,87m²,"Wartauweg 19, 8049 Zürich",,,,,3.5,3690.0,87.0
1763742812-1081,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 2’075.– / Monat,3 Zimmer,83m²,"Im Tiergarten 19, 8055 Zürich",ACHTUNG Befristet bis 30.06.2026: Ideale Zwischenlösung  3.0-Zimmerwohnung in Wiedikon,"Ob als Übergangslösung für Neuzuzüger in der Schweiz oder als komfortables Domizil während Ihres Hausumbaus unsere 3.0-Zimmerwohnung in Wiedikon ist die perfekte Wahl. Erleben Sie ein unkompliziertes Wohngefühl in ruhiger aber städtischer Umgebung. Ausstattung der Wohnung:- im 1. Obergeschoss- Balkon- Helle, einladende Räume- Küche und Badezimmer- Kellerabteil für zusätzlichen Stauraum- Waschraum zur Mitbenutzung Standortvorteile:- Ausgezeichnete Anbindung an den öffentlichen Verkehr- Schneller Zugang zur Autobahn- Einkaufsmöglichkeiten, Restaurants und Schulen in der Nähe Verfügbar bis zum 30.06.2026. Ideal als Zwischenlösung. Für weitere Informationen oder zur Vereinbarung eines Besichtigungstermins kontaktieren Sie uns. --- Ideal temporary solution 3.0 room apartment in Wiedikon Looking for a transitional home in Switzerland or a cozy place during your house renovation? Our 3.0 room apartment in Wiedikon is the perfect solution. Experience an uncomplicated living experience in a quiet but urban environment. Apartment Features:- 1st floor- balcony- bright and welcoming rooms- kitchen and bathroom- additional storage space in the basement- community laundry room Location Benefits:- Excellent public transport connections- Quick access to the highway- Nearby shopping, restaurants and schools Available until 30.06.2026, ideal as a temporary solution. For more information or to schedule a viewing appointment, please contact us at NOVAC-SOLUTIONS.",,,3.0,2075.0,83.0
1763742812-1082,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 1’600.– / Monat,1 Zimmer,12m²,"Brauerstrasse, 8004 Zürich",,,,,1.0,1600.0,12.0
1763742812-1083,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 3’550.– / Monat,3.5 Zimmer,83m²,"Götzstrasse 16, 8006 Zürich",Moderne 3.5-Zimmer-Wohnung in ruhiger Lage Zürich Unterstrass,"Entdecken Sie diese attraktive 3.5-Zimmer-Wohnung im 1. Stock eines modernen Neubaus an der Götzstrasse 16 in Zürich Unterstrass. Die 83 m² grosse Wohnung wurde 2021 vollständig renoviert und bietet zeitgemässes Wohnen in guter Umgebung.*Bitte beachten Sie, dass es sich um typenähnliche Bilder handelt und die Wohnung leicht abweichen kann. Gerne zeige ich Ihnen die Wohnung – melden Sie sich für eine Besichtigung.",,,3.5,3550.0,83.0
1763742812-1084,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 2’800.– / Monat,3.5 Zimmer,90m²,"Hellmutstr 6c, 8004 Zürich",,,,,3.5,2800.0,90.0
1763742812-1085,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 4’660.– / Monat,3.5 Zimmer,93m²,"Renggerstrasse 3, 8038 Zürich",3 ½-Zimmer-Wohnung an zentraler und dennoch ruhiger Lage,,,,3.5,4660.0,93.0
1763742812-1086,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 5’685.– / Monat,5.5 Zimmer,108m²,"Frankengasse 25, 8001 Zürich","5.5-Zimmer-Maisonette-Dachwohnung, in 8001 Zürich zu vermieten","Leben im schönsten Teil der Zürcher Altstadt. Zentral aber ruhig gelegen ist diese Maisonette-Wohnung. Ein seltenes Angebot in diesem Teil von Zürich. Das lichtdurchflutete Bijou verfügt über einen speziellen Charme und ist ein toller Rückzugsort mit Blick auf Altstadtgärten und die umliegenden historischen Häuser. Auf der eigenen Dachzinne können schöne Stunden mit Aussicht auf Altstadt, See und Berge genossen werden. Das Objekt ist frisch saniert und bietet eine ausgezeichnete Infrastruktur.Zu vermieten ist diese Wohnung nach Vereinbarung.Das Mietobjekt bietet folgende Annehmlichkeiten:• Wohnbereich &amp
1763742812-1087,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc""",CHF 2’960.– / Monat,4.5 Zimmer,5.5,5685.0,108.0
1763742812-1092,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 3’490.– / Monat,1 Zimmer,25m²,"Baurstrasse 29, 8008 Zürich",NORDIC BALANCE - JUNIOR STUDIO SERVICED APARTMENT,"NICHT ZU VIEL UND NICHT ZU WENIG: GENAU RICHTIG!Clever konzipierte Studio Wohnung mit attraktiver Grösse für einen langen Aufenthalt zum idealen Preisniveau. Die Designerküchen, welche abgewinkelt beim Eingang platziert sind, sind komplett ausgestattet mit einem grossen Kühlschrank, Backofen und Geschirrspüler und vermitteln durch die geschickte Anordnung mehr das Gefühl einer Wohnung als ein Studio. Der kombinierte Wohn- &amp
1763742812-1093,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc""",CHF 1’980.– / Monat,2 Zimmer,1.0,3490.0,25.0
1763742812-1094,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 2’006.– / Monat,3 Zimmer,,"Bachmattstrasse 4, 8048 Zürich",3-Zimmer-Wohnung EG in Zürich Altstetten befristet bis sicher 30.09.2026,"Entdecken Sie diese wunderschöne 3-Zimmer-Wohnung im Erdgeschoss eines Altbaus an der Bachmattstrasse 4 in Zürich. Die im Jahr 2000 renovierte Wohnung verbindet historischen Charme mit modernem Komfort und steht ab sofort zur Verfügung.Die Wohnung bietet: • Ruhige Lage: Geniessen Sie die friedliche Atmosphäre in dieser ruhigen Wohngegend • Sonniger Balkon: Perfekt zum Entspannen und für gemütliche Stunden im Freien • Parkplatz: Ein eigener Parkplatz kann dazhu gemietet werden • Befristeter Mietvertrag bis sicher 30.09.2026 bzw. vorliegen der Abbruchbewilligung Perfekte Lage in Zürich Altstetten:Der Bahnhof Zürich Altstetten ist nur 7 Gehminuten entfernt, während die Tramhaltestelle Lindenplatz in 8 Minuten erreichbar ist. Für den täglichen Bedarf finden Sie einen Denner-Supermarkt bereits nach 1 Minute zu Fuss, und die BENU Apotheke ist in 7 Minuten erreichbar. Diese Wohnung ist ideal für alle, die das urbane Leben in ruhiger Umgebung geniessen möchten<span id=""acw_response_data"" aria-hidden=""true"" style=""width: 0
1763742812-1095,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc""",CHF 2’700.– / Monat,3 Zimmer,3.0,2006.0,
1763742812-1096,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 3’890.– / Monat,3.5 Zimmer,92m²,"Horneggstrasse 4, 8008 Zürich",3.5 Zimmer Split-Level-Wohnungen im EG mit eigenem Wohnungseingang und Sitzplatz,"Ihr neues Traumdomizil im Zürcher Seefeld ? zwei 3.5 Zimmer Split-Level-Wohnungen im EG mit eigenem Wohnungseingang und SitzplatzNur wenige Schritte vom Seeufer entfernt, im begehrten Kreis 8 in Zürich, entstehen per 1. März 2026 moderne 3.5 Zimmer-Split-Level Wohnungen an zentraler Bestlage.Erleben Sie Ihr zukünftiges Zuhause schon heute! Alle Details in entnehmen Sie unserer Projektseite:www.horneggstrasse4.chIhre Vorteile auf einen Blick:-Hochwertige Ausstattung mit eleganten Materialien und gut möblierbaren Grundrissen-Natursteinboden Perlato Siciliano in Wohnraum, Dusche/Bad und Reduit, Eschenparkett in den Schlafzimmern-Moderne Küche mit V-Zug Geräten-Eigener Wohnungseingang und Sitzplatz (7.2 m2)-Jede Wohnung verfügt über einen eigenen Waschturm (V-Zug)-Reduit in der Wohnung und eigenes Kellerabteil für zusätzlichen Stauraum-Lift vorhanden-Einstellhallenparkplätze können nur wenige Schritte entfernt dazu gemietet werdenPerfekte Lage mit hervorragender AnbindungDie zentrale Lage verbindet das Beste aus beiden Welten: Natur und urbanes Leben. Alle wichtigen Annehmlichkeiten sowie eine vielfältige Auswahl an Einkaufsmöglichkeiten, Restaurants und Boutiquen befinden sich in unmittelbarer Nähe. Die Tramhaltestelle Höschgasse und der Bahnhof Tiefenbrunnen sind bequem zu Fuss erreichbar. Das Seebad Utoquai liegt nur 2 Minuten entferntHaben wir Ihr Interesse geweckt? Alle Details entnehmen Sie bitte auf der Projektseite www.horneggstrasse4.ch ? wo Sie sich auch direkt online bewerben können.",,,3.5,3890.0,92.0
1763742812-1097,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 3’490.– / Monat,3.5 Zimmer,96m²,"Freilagerstrasse 11, 8047 Zürich",,,,,3.5,3490.0,96.0
1763742812-1098,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,CHF 2’290.– / Monat,3.5 Zimmer,70m²,"Felsberg 2, 8052 Zürich","3.5-Zimmer-Wohnung mit Balkon - ruhig gelegen, bestens angebunden","Wir vermieten per 01. Dezember 2025 oder nach Vereinbarung diese schöne Wohnung in Zürich-Seebach. Entdecken Sie diese einladende 3.5-Zimmer-Wohnung mit praktischem Grundriss. Besonders hervorzuheben ist die Kombination aus sehr ruhiger Lage und dennoch hervorragender Anbindung. Die Wohnung überzeugt mit: • Grosser Wohnbereich: Grosszügiger Raum mit Holzparkettboden und angenehmer Atmosphäre • Privater Balkon: Gemütlicher Aussenbereich - ideal für entspannte Stunden im Freien • Funktionale Küche: Ausgestattet mit Glaskeramikherd, Backofen und Geschirrspüler • Charmantes Badezimmer: Mit Fliesen in warmen Tönen, Badewanne mit Dusche, WC, Waschbecken und Spiegel • Praktischer Eingangsbereich: Flur mit Einbauschrank Eine freundliche Nachbarschaft im Haus und im Quartier trägt zu einem harmonischen und angenehmen Wohngefühl bei. Waschküche, Tumbler und separater Trocknungsraum mit schonendem Luftwäschetrockner stehen zur Mitbenutzung zur Verfügung.Lage und Anbindung: Die Wohnung besticht durch ihre ausgezeichnete Anbindung. Die Bushaltestelle Himmeri ist nur 1 Minute zu Fuss entfernt, während der Bahnhof Zürich Seebach in 7 Minuten erreichbar ist. Für den täglichen Bedarf finden Sie diverse Einkaufsmöglichkeiten und Apotheken jeweils 5 - 10 Gehminuten entfernt. Familien schätzen die Nähe zu diversen Schulen, die in nur 5 Minuten sicher zu Fuss erreichbar sind.Gewinnen Sie einen persönlichen Eindruck und überzeugen Sie sich von den Vorzügen dieser Wohnung bei einer Besichtigung. Wir freuen uns auf Ihre Kontaktaufnahme.",,,3.5,2290.0,70.0
1763742812-1099,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,14 min.,Station: Wartau,,,
1763742812-1100,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,14 min.,Station: Wartau,,,
1763742812-1101,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,5 min.,Station: Zürich Friesenberg,,,
1763742812-1102,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,-,,,,
1763742812-1103,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,2 min.,Station: Letzistrasse,,,
1763742812-1104,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,4 min.,Station: Bäckeranlage,,,
1763742812-1105,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,2 min.,Station: Bahnhof Wollishofen/Staubstrasse,,,
1763742812-1106,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,4 min.,Station: Helmhaus,,,
1763742812-1107,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,26 min.,Station: Spital Zollikerberg,,,
1763742812-1108,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,5 min.,Station: Fröhlichstrasse,,,
1763742812-1109,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,5 min.,Station: Fröhlichstrasse,,,
1763742812-1110,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,5 min.,Station: Fröhlichstrasse,,,
1763742812-1111,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,7 min.,Station: Zwielplatz,,,
1763742812-1112,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,5 min.,Station: Fröhlichstrasse,,,
1763742812-1113,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,-,,,,
1763742812-1114,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,2 min.,Station: Seidelhof,,,
1763742812-1115,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,7 min.,Station: Letzigrund,,,
1763742812-1116,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,2 min.,Station: Wildbachstrasse,,,
1763742812-1117,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,6 min.,Station: Siemens,,,
1763742812-1118,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=23&o=dateCreated-desc,,,,,,,9 min.,Station: Zürich Seebach,,,
1763742815-1119,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc,CHF 2’510.– / Monat,4.5 Zimmer,100m²,"Flüelastr. 13, 8048 Zürich",Wohnen im Herzen von Altstetten - Befristete Wohnung bis 30.09.2026,,,,4.5,2510.0,100.0
1763742815-1120,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc,CHF 2’050.– / Monat,2 Zimmer,44m²,"Witikonerstrasse 241, 8053 Zürich",Singlewohnung nähe Stadtzentrum,"Diese 2-Zimmerwohnung im 2. Obergeschoss (kein Lift) steht Ihnen nach Vereinbarung zur Verfügung und bietet folgenden Ausbaustandard: - moderne Küche mit Granitabdeckung, Geschirrspüler, Glaskeramikkochherd und Backofen - Bad mit Badewanne/Lavabo/ WC - abschliessbares Schlafzimmer mit praktischen Einbauschränken- Wohn-/Esszimmer mit Kamin - Balkon- KellerDas Objekt befindet sich an optimaler Lage und der öffentliche Verkehr ist in wenigen Gehminuten zu erreichen. Einkaufsmöglichkeiten und Schulen sind in naher Umgebung.Haben wir Ihr Interesse geweckt? Wir freuen uns über Ihre Kontaktaufnahme.Hinweis: Bitte beachten Sie, dass es sich hierbei lediglich um Beispielbilder handelt.",,,2.0,2050.0,44.0
1763742815-1121,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc,CHF 6’790.– / Monat,3.5 Zimmer,70m²,"Geranienstrasse 12, 8008 Zürich",STILVOLLER RÜCKZUGSORT -  3-ZIMMER-APARTMENT / STYLISH RETREAT - 3-ROOM APARTMENT,"ERLEBEN SIE STILVOLLES WOHNEN IN UNMITTELBARER NÄHE ZUM ZÜRICHSEEEntdecken Sie diese wunderschöne, sorgfältig gestaltete 3-Zimmer-Wohnung, die Komfort, Funktionalität und Stil harmonisch miteinander verbindet. Diese attraktive Wohnung bietet Ihnen grosszügigen Raum zum Leben, Arbeiten und Entspannen sowie eine unmittelbare Nähe zum Zürichsee – nur wenige Gehminuten entfernt, sodass Sie jederzeit in die erfrischende Kühle des Sees eintauchen können.| Lage:Diese elegante Wohnung befindet sich in einer ruhigen und dennoch zentralen Lage, nur wenige Minuten vom Stadtzentrum und dem See entfernt. Geniessen Sie die Annehmlichkeiten der Stadt und gleichzeitig die friedliche Atmosphäre dieser exklusiven Wohngegend. Perfekt für all jene, die das urbane Leben lieben und dennoch Wert auf eine ruhige Umgebung legen.| Highlights: • Die offene Küche ist komplett ausgestattet mit erstklassigen Geräten und einem Geschirrspüler – perfekt für alle, die gerne kochen und geniessen. • Das lichtdurchflutete Wohnzimmer, ausgestattet mit massgefertigten Möbeln, bietet viel Platz zum Entspannen. Das Sofa lässt sich im Handumdrehen in ein Bett verwandeln und bietet zusätzliche Schlafmöglichkeiten für Gäste. • Das geräumige Schlafzimmer und das zusätzliche Zimmer, das als Büro oder Gästezimmer genutzt werden kann, sind mit Echtparkettboden ausgestattet und bieten viel Stauraum. • Der grosszügige Balkon ist der ideale Ort, um den Tag mit einem Kaffee in der Morgensonne zu beginnen oder den Abend bei einem Glas Wein ausklingen zu lassen. • Alle Möbel sind auf Mass konzipiert, um optimalen Stauraum und Komfort zu gewährleisten. • Die Wohnung bietet eine perfekte Balance zwischen Funktionalität und ästhetischem Design, sodass Sie sich sofort wie zu Hause fühlen. | All-Inclusive Service: • All-Inclusive Miete – Wasser, Strom und Heizung sind im Preis inbegriffen. • Vollmöblierte &amp
1763742815-1122,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc""",CHF 6’290.– / Monat,2 Zimmer,3.5,6790.0,70.0
1763742815-1123,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc,CHF 7’490.– / Monat,3.5 Zimmer,70m²,"Geranienstrasse 14, 8008 Zürich",STILLVOLLES WOHNEN MIT URLAUBSTIMMUNG / STYLISH LIVING WITH HOLIDAY VIBES,"ERLEBEN SIE STILVOLLES WOHNEN MIT URLAUBSSTIMMUNG IN UNMITTELBARER NÄHE ZUM ZÜRICHSEEEntdecken Sie diese exquisite, durchdacht gestaltete 3-Zimmer-Wohnung, die Komfort, Funktionalität und Stil in perfekter Harmonie vereint. Unser „Coastal Breeze“- Innendesign versetzt Sie sofort in Urlaubsstimmung, während die zahlreichen Fenster viel natürliches Licht hereinlassen. Diese lichtdurchflutete, renovierte Wohnung bietet Ihnen zwei grosszügige Schlafzimmer und eine weitläufige Terrasse, auf der Sie entspannte Stunden verbringen und den atemberaubenden Seeblick geniessen können.| Lage:Diese elegante Wohnung befindet sich in einer ruhigen und dennoch zentralen Lage, nur wenige Minuten vom Stadtzentrum und dem See entfernt. Geniessen Sie die Annehmlichkeiten der Stadt und gleichzeitig die friedliche Atmosphäre dieser exklusiven Wohngegend. Perfekt für all jene, die das urbane Leben lieben und dennoch Wert auf eine ruhige Umgebung legen.| Highlights: • Die offene Küche ist komplett ausgestattet mit erstklassigen Geräten und einem Geschirrspüler – perfekt für alle, die gerne kochen und geniessen. • Das lichtdurchflutete Wohnzimmer, ausgestattet mit massgefertigten Möbeln, bietet viel Platz zum Entspannen. Das Sofa lässt sich im Handumdrehen in ein Bett verwandeln und bietet zusätzliche Schlafmöglichkeiten für Gäste. • Das geräumige Schlafzimmer und das zusätzliche Zimmer, das als Büro oder Gästezimmer genutzt werden kann, sind mit Echtparkettboden ausgestattet und bieten viel Stauraum. • Der grosszügige Balkon ist der ideale Ort, um den Tag mit einem Kaffee in der Morgensonne zu beginnen oder den Abend bei einem Glas Wein ausklingen zu lassen. • Alle Möbel sind auf Mass konzipiert, um optimalen Stauraum und Komfort zu gewährleisten. • Die Wohnung bietet eine perfekte Balance zwischen Funktionalität und ästhetischem Design, sodass Sie sich sofort wie zu Hause fühlen. | All-Inclusive Service: • All-Inclusive Miete – Wasser, Strom und Heizung sind im Preis inbegriffen. • Vollmöblierte &amp
1763742815-1124,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc""",CHF 9’990.– / Monat,3.5 Zimmer,3.5,7490.0,70.0
1763742815-1125,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=22&o=dateCreated-desc,CHF 4’100.– / Monat,3.5 Zimmer,107m²,"Turbinenstrasse 24, 8005 Zürich",Charmante Wohnung mit zwei Nasszellen,,,,3.5,4100.0,107.0
